extract,id,country,city,left,bottom,right,top
kyrgyzstan,7fdf6277bc7e056cf5ebbc76eba7b01b,Kyrgyzstan,,69.1649523,39.0728437,80.3295793,43.3667971
laos,c4e3f7f4db26df9b87f62e557c9f406a,Laos,,99.9843247,13.8096752,107.7349989,22.602872
latvia,c51d875cfeb989943aa9248967a59f54,Latvia,,20.5715407,55.5746671,28.3414904,58.1855688
lebanon,49629336578fd8fa0c3401591afdb8a5,Lebanon,,34.7825667,32.9479858,36.725,34.7923543
lesotho,95faa61e01957a484573b7360a252af6,Lesotho,,26.91123,-30.7755749,29.5557099,-28.4705972
liberia,2e9b350146666562f592696e80716d42,Liberia,,-11.7080763,4.0555907,-7.2673229,8.6519717
libya,9756ad61be4cdc6d25faf3f267303ddf,Libya,,9.291081,19.4008138,25.4541226,33.4512055
liechtenstein,ddf2a5e907bd993ee8010f60ec1f1240,Liechtenstein,,9.3716736,46.9484291,9.7357143,47.370581
lithuania,7f21901c994cd3119a52802724be63b7,Lithuania,,20.553783,53.7967893,26.9355198,56.5504213
luxemburg,7f49433e42c9e5953857f63f7ad6de8a,Luxemburg,,5.6357006,49.3478539,6.6312481,50.2827712
macedonia,8746bcb87bfb98792a061e8dace5ade8,Macedonia,,20.3532236,40.7545226,23.134051,42.4735359
madagascar,4dc8e22e7018c9c4454e8255ad0b174f,Madagascar,,42.8729705,-25.9054593,50.7983545,-11.6490749
malawi,5ecc042c0d39d3108d02f90c8536bc1e,Malawi,,32.5703616,-17.2295216,36.0185731,-9.268326
malaysia,53229c1196b5794d26e778e41d23fcc3,Malaysia,,98.8372144,0.753821,119.5390876,7.6111989
maldives,04deed426aabb907aa3e3f2a4daafae6,Maldives,,72.2554187,-1.0074934,74.0700962,7.4106246
mali,f9bed9d37c0ea7ae9ef8d5e937d102c9,Mali,,-12.3407704,10.047811,4.3673828,25.101084
malta,4e1b9ae3030c0c957d03bed3f69e16b5,Malta,,13.8324226,35.5029696,14.9267966,36.3852706
marshall_islands,eb75c37713e799a149a2ac2103195433,Marshall Islands,,160.494934,4.274,172.4737007,14.973
mauritania,c791dcd0bc9c2b5355337debe30ba269,Mauritania,,-17.1684993,14.6206601,-4.7333343,27.414942
mauritius,1bbf58a7c44aa9e62ea96509afc3826d,Mauritius,,56.2825151,-20.8249999,63.8151319,-10.0379999
mexico,e814dbebce2c10a212cf232ae23b9945,Mexico,,-118.6991899,14.2886243,-86.3932659,32.8186553
moldova,fe4764e7aa99df781c3e39d170863f6c,Moldova,,26.5162823,45.3667022,30.2635137,48.5918695
monaco,67a0c43818c5ce96d122c7780a33a72b,Monaco,,7.3090279,43.416333,7.633167,43.8519311
mongolia,5827797f99734948a1ed0d8d84631438,Mongolia,,87.63762,41.4804176,120.031949,52.2496
montenegro,e8154f6a3c5caf3be62bd1fe71658e42,Montenegro,,18.3334249,41.6495999,20.4638002,43.658844
montserrat,79725f58a5b5ae9926627a862e4cc7dd,Montserrat,,-62.5506669,16.375,-61.8353817,17.1152978
morocco,7bfa362e286611bf59ebaae4380fdc62,Morocco,,-17.4479238,20.5144392,-0.8984289,36.1027875
mozambique,2d33545c5dd241fa01e075ff4dff1c84,Mozambique,,30.1131759,-27.0209426,41.1545908,-10.2252148
myanmar,3bc9b29ce1b4c8a982c9e0a5f6815407,Myanmar,,92.0719423,9.4375,101.2700796,28.647835
namibia,c7e88c3fb906349bffc0cba19b2e3c5d,Namibia,,11.4280384,-29.0694499,25.3617476,-16.8634854
nauru,c52be73877ae6cf8b55f2f88776c3d70,Nauru,,166.6099864,-0.8529999,167.2597301,-0.2029999
nepal,2e721361cf1d4b3475d6ecfd0e03542f,Nepal,,79.9586109,26.2477172,88.3015257,30.546945
new_zealand,02eceff9fb87d99be45e58ac6f246dd3,New Zealand,,165.8236,-48.4206,179.5842,-33.5349
nicaragua,5140987bc271c579eec55953725fcea6,Nicaragua,,-87.933972,10.6084923,-82.5227022,15.1331183
niger,2f36d1b29fec6c2e0819984be467b2e6,Niger,,0.0689653,11.593756,16.096667,23.617178
nigeria,096e9b76284d7aaa7f4e929055e63db8,Nigeria,,2.576932,3.9690959,14.777982,13.985645
niue,0632f96aec1dac8d4076552a978a889f,Niue,,-170.2595028,-19.4548664,-169.4647228,-18.6534558
north_korea,997ae1617ef956f06dfe79fc44b3d5fb,North Korea,,123.9913902,37.5279512,131.024647,43.1089642
norway,348b52e025b574d3b239d5774e025cc9,Norway,,-9.7848145,-54.7539999,34.7891253,81.128076
oman,a2d0b2c19415e820da9ff1573dec1126,Oman,,51.9,16.3649608,60.154577,26.8026737
pakistan,bfe61459cea44481476ddfb272a43e2e,Pakistan,,60.766944,23.4393916,77.2203914,37.184107
palau,7cbe6d9bdcc0f048f320524566e9bfe8,Palau,,130.9685462,2.648,134.8714735,8.322
palestine,a6534db7cecde7b044ba5f0f9496fb2a,Palestine,,33.9689732,31.1201289,35.6734946,32.6521479
panama,936642a4c32c6321b2cbe43ba6461fce,Panama,,-83.1517244,6.9338679,-77.0393778,9.9701757
papua_new_guinea,4c4a80cc84261e1d6e33e8b72f168db5,Papua New Guinea,,140.7416553,-11.9555738,159.792724,-0.4573575
paraguay,93675304ada6c2c7ce340c9c38fe5aa6,Paraguay,,-62.7442035,-27.7069156,-54.1579999,-19.1876463
peru,1305e8f78b3255979498a5cbe35586f4,Peru,,-84.7732789,-20.2984471,-68.5519905,0.0607183
philippines,9b6ee7922c7c8d700adf8520a0ca6024,Philippines,,113.9783252,4.1158064,126.9072562,21.4217806
pitcairn_islands,c15451a6d54680e9d479f4947e4aa748,Pitcairn Islands,,-130.9049861,-25.2306735,-124.6175339,-23.7655768
poland,bf51d3d0aecbdecb6b3f1fd4522f210f,Poland,,14.0229707,48.9020468,24.245783,55.1336963
portugal,6021ee49ab4302c4448ee9504c60cc84,Portugal,,-31.6575302,29.7288021,-6.0891591,42.2543112
qatar,e653ce3a48272d340b602c2b6aed3322,Qatar,,50.4675,24.3707534,52.738011,26.4830212
taiwan,568c908fee08c6879f4a0547aa59a988,Taiwan,,114.2521088,10.2706406,122.397,26.5015754
republic_of_kosovo,9049df22dcf01ebcb43c97d0f46b9269,Republic of Kosovo,,19.9185549,41.7554981,21.8995285,43.3691934
romania,25730d8ba832bbe665b53f1cc3cc43a1,Romania,,20.1619773,43.518682,30.1454257,48.3653964
russian_federation,00c9ea8843fe6511eb2660b58492e820,Russian Federation,,-180.0999999,41.0858711,180.1,82.1586232
rwanda,cc96f9284543e5c5cc9e68b882b4b5c6,Rwanda,,28.7617546,-2.9389803,30.9990738,-0.9474509
sao_tome_and_principe,04e84ba00986fccaedd1470b99a95dbc,Sao Tome and Principe,,6.160642,-0.3135136,7.7704783,2.0257601
sahrawi_arab_democratic_republic,92f623bb1e4e11dd12c2208021a46194,Sahrawi Arab Democratic Republic,,-15.1405655,21.2370952,-8.5663889,27.7666834
saint_helena_ascension_and_tristan_da_cunha,7cb8d08c4436e59e1341e780e73b7b09,Saint Helena/Ascension and Tristan da Cunha,,-5.79,-16.04,-5.63,-15.9
saint_kitts_and_nevis,4820880cc936812a15480a5ad2ac191e,Saint Kitts and Nevis,,-63.1511289,16.795,-62.2303518,17.7158146
saint_lucia,15b2ff140f486c688984c7ded3855554,Saint Lucia,,-61.3853866,13.408,-60.5669362,14.3725
saint_vincent_and_the_grenadines,efcadb9025692b9eb3141ad451bea9a5,Saint Vincent and the Grenadines,,-61.765747,12.4166548,-60.8094145,13.683
samoa,c2ec504e0507f01e3b636b7db7e7823d,Samoa,,-173.1091863,-14.3770915,-171.0929228,-13.1381891
san_marino,e93c81c766c0702e814d92ff3e1f6f7f,San Marino,,12.3033246,43.7937002,12.6160665,44.092093
saudi_arabia,a57fd9515e075ed2bc98c4599d4d2571,Saudi Arabia,,34.3571718,16.19,55.7666985,32.3305891
senegal,c12392579df0b468ed03b222e23695db,Senegal,,-17.8862418,12.1372838,-11.2458995,16.7919959
serbia,e781325f115508dcaea69dce616768dd,Serbia,,18.71403,42.1357356,23.106309,46.2900608
seychelles,df438de71d6880ebc88af3bfee8cf19d,Seychelles,,45.8988759,-10.5649257,56.5979396,-3.4119999
sierra_leone,0a63566356f55284b2026ef670c228b7,Sierra Leone,,-13.6003388,6.655,-10.1716829,10.1000481
singapore,5eccb1335e09bde54884deaac835637e,Singapore,,103.4666667,1.0303611,104.6706735,1.6130449
slovakia,1585f177be30ad99d91593ae1aed575a,Slovakia,,16.7331891,47.6314286,22.6657096,49.7138162
slovenia,5ffed2a3af44826a2d2f21cc3489bbbb,Slovenia,,13.2754696,45.3214242,16.6967702,46.9766816
solomon_islands,d05304e35e7769b6f2bc8325c5e0bc17,Solomon Islands,,155.2190556,-13.3424297,170.4964667,-4.7108499
somalia,83034e9d3c23a438bd766751489c21b0,Somalia,,40.8864985,-1.9031968,51.7177696,12.2889121
south_africa,e1bddfb148ae251bdb586e162336a670,South Africa,,16.2335213,-47.2788334,38.3898954,-22.02503
south_georgia_and_the_south_sandwich_islands,459c2b475467b96c2a4f3b2c0d4342cd,South Georgia and the South Sandwich Islands,,-42.2349052,-59.7839999,-25.7468302,-53.3531685
south_korea,3f52888a8fcea1f9f3591d815ceea4e1,South Korea,,124.254847,32.77788,132.2483256,38.7234602
south_sudan,fa35cdb256d5d8eec45573649b89a640,South Sudan,,23.347778,3.38898,36.048997,12.336389
spain,d01080e779e1af31c3d92506c0935e67,Spain,,-9.9123,35.892,4.5919,43.9934
sri_lanka,6bf678f3b9e46d576da2a3224b594aee,Sri Lanka,,79.2741141,5.619,82.1810141,10.135
sudan,23d43bfdcbb232c53a8490ba5251bc92,Sudan,,21.7145046,9.247221,39.1576252,22.324918
suriname,c55769bb6b62bef5b8a723e201677cbd,Suriname,,-58.1708329,1.7312802,-53.7433357,6.325
swaziland,18cd67884fabd88951e1d08a9bca13f1,Swaziland,,30.6908,-27.41752,32.2349923,-25.6187599
sweden,a8e70d48bef979c80b7196981b1a1a23,Sweden,,10.4920778,55.0331192,24.2776819,69.1599699
switzerland,553ad2ff4e441b6f69934fcc15f63d6e,Switzerland,,5.8559113,45.717995,10.5922941,47.9084648
syria,231632c787ee20bece1ffe20dcf03442,Syria,,35.3714427,32.211354,42.4745687,37.4184589
tajikistan,c37262d319e47d4965930b84465274cb,Tajikistan,,67.2308737,36.5710411,75.2539563,41.1450935
tanzania,51451af632e7b26e677609c3d343886b,Tanzania,,29.2269773,-11.8612539,40.7584071,-0.8820299
thailand,ea49fa53b53a98bb3d8417b82967330b,Thailand,,97.2438072,5.512851,105.7370925,20.5648337
the_bahamas,6dcd0801a8a6e3cdbaa406de40f686dc,The Bahamas,,-80.800194,20.6059846,-72.347752,27.5734551
the_gambia,e259e4b58335a284246d8b3832e0457b,The Gambia,,-17.1288253,12.961,-13.6977779,13.9253137
the_netherlands,96948b532e6c3e68f9adb0fa3d327711,The Netherlands,,2.9394,50.7264,7.2275,53.7254
togo,8fe4dcae576740224fd12766550747ad,Togo,,-0.2439718,5.826547,1.9025,11.2395355
tokelau,2bf0a8a02591d4543b25ac25f7895444,Tokelau,,-172.8213672,-9.7442498,-170.8797585,-8.232863
tonga,1bec539398afb863bc6ca52686f590b9,Tonga,,-179.4951979,-24.2625705,-173.4295457,-15.2655721
trinidad_and_tobago,b91189e7effc2fde7da10e29dbfa65c1,Trinidad and Tobago,,-62.1830559,9.7732106,-60.1895847,11.6628372
tunisia,23d1b4f4d3f43150ca9ffd364f5d8a41,Tunisia,,7.4219807,30.14238,11.9801133,37.8612052
turkey,025978b47627cbfa0b272b3baad7823f,Turkey,,25.5212891,35.7076804,44.9176638,42.397
turkmenistan,1fd6b97b2be5fd8819d76f449b247ff1,Turkmenistan,,52.235076,35.0355776,66.784303,42.8975571
turks_and_caicos_islands,8ae9c3c3eefeef5bb8ae9a4b403b5cd3,Turks and Caicos Islands,,-72.7799045,20.8553418,-70.764359,22.2630989
tuvalu,59d58d38d8e1c9f262f93d662ff48fd4,Tuvalu,,175.3417,-11.1881,180.835,-5.1524
uganda,053a0651facf2467f4241b512fcb0fc4,Uganda,,29.4727424,-1.5787899,35.100308,4.3340766
ukraine,db39e9b9b6c888f3321b6e35e5fe0b35,Ukraine,,22.037059,44.084598,40.3275801,52.4791473
united_arab_emirates,7d23a3bcb833adb57db33794b739a80e,United Arab Emirates,,51.3160714,22.5316214,56.7024458,26.2517219
united_kingdom,06a761931707d2b9ce80ca43a0309959,United Kingdom,,-14.1155169,49.574,2.1919117,61.161
united_states_of_america,fc20217c6646bb449d07a5e235cc2f02,United States of America,,-125.3321,23.8991,-65.7421,49.4325
uruguay,e03bbd015eacaa8e0cf495fbb4db4649,Uruguay,,-58.5948437,-35.8847311,-52.9755832,-29.9853439
uzbekistan,80f117b2a16312e2236dad6743429310,Uzbekistan,,55.8985781,37.0772144,73.2397362,45.690118
vanuatu,b0d74fdc2f6f79c620e2daa8c885b297,Vanuatu,,166.2355255,-20.5627424,170.549982,-12.7713776
vatican_city,7fba03c5046ce56e3eaccf978f34f103,Vatican City,,12.3457442,41.8002044,12.5583555,42.0073912
venezuela,8fad993c65cee6496c6bbc6fd778a569,Venezuela,,-73.4529631,0.547529,-59.4427078,16.0158431
vietnam,9efb5fd58768e75e9fbc21af0e9a617e,Vietnam,,102.04441,8.0790665,114.4341924,23.493395
yemen,b899164cc5793e1dd8185e4d6375e8bd,Yemen,,41.50825,11.8084802,54.8389375,19.1
zambales,3ae85343df3cd2ed770526f02fa61c2d,Zambales,,117.411894,14.5033824,120.549421,15.958218
zambia,0add79feb85cc569da670c073ffaed54,Zambia,,21.896389,-18.1766964,33.8025,-8.1712821
zimbabwe,54ec44a7d97f938d07d5c296ea3171c5,Zimbabwe,,25.1373,-22.5241095,33.1627122,-15.5097038
